Sr.No,SAP Item ,Short Desc,QUANTITY,QUANTITY,UNIT,LONG TEXT,RATE,Amount
1520,"14000313
/995411","14000313 /995411
Silhouette Grid False C",58,,SQM,Gypboard Grid ceiling toilets,978,56724
1520,"14000313
/995411","14000313 /995411
Silhouette Grid False C",58,,SQM,Gypboard Grid ceiling toilets,978,56724
1520,"14000313
/995411","14000313 /995411
Silhouette Grid False C",58,,SQM,Gypboard Grid ceiling toilets,978,56724
1520,"14000313
/995411","14000313 /995411
Silhouette Grid False C",58,,SQM,Gypboard Grid ceiling toilets,960,55680
1520,"14000313
/995411","14000313 /995411
Silhouette Grid False C",58,,SQM,Gypboard Grid ceiling toilets,960,55680
1520,"14000313
/995411","14000313 /995411
Silhouette Grid False C",58,,SQM,Gypboard Grid ceiling toilets,960,55680
1520,"14000313
/995411","14000313 /995411
Silhouette Grid False C",58,,SQM,Gypboard Grid ceiling toilets,966,56028
1520,"14000313
/995411","14000313 /995411
Silhouette Grid False C",58,,SQM,Gypboard Grid ceiling toilets,966,56028
1520,"14000313
/995411","14000313 /995411
Silhouette Grid False C",58,,SQM,Gypboard Grid ceiling toilets,966,56028
1520,"14000313
/995411","14000313 /995411
Silhouette Grid False C",58,,SQM,Gypboard Grid ceiling toilets,966,56028
1530,"14000313
/995411","CRE- MS Chequered Plate
Works",58,,SQM,MS chequered plate-shaft platform,966,56028
1530,,"13000148 /995455 CRE-
MS Chequered Plate",1,,AU,MS chequered plate-shaft platform,"13,78,652.55",1378652.55
1530,"13000148
/995455","14000035 /995475 CRE-
50mm Screed at Sha",1.8,,MT,50mm avg thk. screed concrete- shaftplatform,"1,26,090.00",226962
1530,"14000035
/995475","14000035 /995475 CRE-
50mm Screed at Sha",36.9,,SQM,Sealant packing-CM 1:4,370,13653
1530,"14000035
/995475","14000308 /995411 Roofing
sheet- all type",8.1,,SQM,OTS cover-polycarbonate sheet,333,2697.3
1530,"14000308
/995411","14000318 /995411 Bison
Board - Balcony &",138,,SQM,Bison Board-Rain water pipe covering,"5,027.00",693726
1540,"14000318
/995411","RMC-Staircase at all floors
& heights",382.35,,SQM,RMC M30 Stair-1st floor,"1,155.00",441614.25
1540,,"13000322 /995411 RMC-
Staircase at all fl",1,,AU,RMC M30 Stair-1st floor,"1,37,88,879.44",13788879.44
1540,"13000322
/995411","13000322 /995411 RMC-
Staircase at all fl",7.363,,CUM,RMC M30 Stair-10t floor,"7,109.00",52343.567
1540,"13000322
/995411","13000322 /995411 RMC-
Staircase at all fl",2.453,,CUM,RMC M30 Stair-11th floor,"7,109.00",17438.377
1540,"13000322
/995411","13000322 /995411 RMC-
Staircase at all fl",4.071,,CUM,RMC M30 Stair-12th floor,"7,109.00",28940.739
1540,"13000322
/995411","13000322 /995411 RMC-
Staircase at all fl",4.071,,CUM,RMC M30 Stair-13th floor,"7,109.00",28940.739
1540,"13000322
/995411","13000322 /995411 RMC-
Staircase at all fl",4.071,,CUM,RMC M30 Stair-14th floor,"7,109.00",28940.739
1540,"13000322
/995411","13000322 /995411 RMC-
Staircase at all fl",4.071,,CUM,RMC M30 Stair-15th floor,"7,109.00",28940.739
1540,"13000322
/995411","13000322 /995411 RMC-
Staircase at all fl",4.071,,CUM,RMC M30 Stair-16th floor,"7,109.00",28940.739
1540,"13000322
/995411","13000322 /995411 RMC-
Staircase at all fl",4.071,,CUM,RMC M30 Stair-17th floor,"7,109.00",28940.739
1540,"13000322
/995411","13000322 /995411 RMC-
Staircase at all fl",4.071,,CUM,RMC M30 Stair-18th floor,"7,109.00",28940.739
1540,"13000322
/995411","13000322 /995411 RMC-
Staircase at all fl",4.071,,CUM,RMC M30 Stair-19thflr,"7,109.00",28940.739
1540,"13000322
/995411","13000322 /995411 RMC-
Staircase at all fl",4.071,,CUM,RMC M30 Stair-2nd floor,"7,109.00",28940.739
1540,"13000322
/995411","13000322 /995411 RMC-
Staircase at all fl",6.911,,CUM,RMC M30 Stair-20thflr,"7,109.00",49130.299
1540,"13000322
/995411","13000322 /995411 RMC-
Staircase at all fl",4.071,,CUM,RMC M30 Stair-21stflr,"7,109.00",28940.739
1540,"13000322
/995411","13000322 /995411 RMC-
Staircase at all fl",4.071,,CUM,RMC M30 Stair-22ndflr,"7,109.00",28940.739
1540,"13000322
/995411","13000322 /995411 RMC-
Staircase at all fl",4.071,,CUM,RMC M30 Stair-23rdflr,"7,109.00",28940.739
1540,"13000322
/995411","13000322 /995411 RMC-
Staircase at all fl",4.071,,CUM,RMC M30 Stair-24thflr,"7,109.00",28940.739
1540,"13000322
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",4.071,,CUM,RMC M30 Regular Slab 1st floor,"7,109.00",28940.739
1540,"13000389
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",158.936,,CUM,RMC M30 Regular Slab 2nd floor,"7,109.00",1129876.024
1540,"13000389
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",82.381,,CUM,RMC M30 Regular Slab 3rd floor,"7,109.00",585646.529
1540,"13000389
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",68.38,,CUM,RMC M30 Regular Slab 4th floor,"7,109.00",486113.42
1540,"13000389
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",68.38,,CUM,RMC M30 Regular Slab 5th floor,"7,109.00",486113.42
1540,"13000389
/995411","13000322 /995411 RMC-
Staircase at all fl",68.38,,CUM,RMC M30 Stair-3rd floor,"7,109.00",486113.42
1540,"13000322
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",5.823,,CUM,RMC M30 Regular Slab 6th floor,"7,109.00",41395.707
1540,"13000389
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",68.38,,CUM,RMC M30 Regular Slab 7th floor,"7,109.00",486113.42
1540,"13000389
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",68.38,,CUM,RMC M30 Regular Slab 8th floor,"7,109.00",486113.42
1540,"13000389
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",68.38,,CUM,RMC M30 Regular Slab 9th floor,"7,109.00",486113.42
1540,"13000389
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",68.38,,CUM,RMC M30 Regular Slab 10th floor,"7,109.00",486113.42
1540,"13000389
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",68.38,,CUM,RMC M30 Regular Slab 11th floor,"7,109.00",486113.42
1540,"13000389
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",68.38,,CUM,RMC M30 Regular Slab 12th floor,"7,109.00",486113.42
1540,"13000389
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",68.38,,CUM,RMC M30 Regular Slab 13th floor,"7,109.00",486113.42
1540,"13000389
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",68.38,,CUM,RMC M30 Regular Slab 14th floor,"7,109.00",486113.42
1540,"13000389
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",68.38,,CUM,RMC M30 Regular Slab 15th floor,"7,109.00",486113.42
1540,"13000389
/995411","13000322 /995411 RMC-
Staircase at all fl",68.38,,CUM,RMC M30 Stair-4th floor,"7,109.00",486113.42
1540,"13000322
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",8,,CUM,RMC M30 Regular Slab 16th floor,"7,109.00",56872
1540,"13000389
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",68.38,,CUM,RMC M30 Regular Slab 17th floor,"7,109.00",486113.42
1540,"13000389
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",68.38,,CUM,RMC M30 Regular Slab 18th floor,"7,109.00",486113.42
1540,"13000389
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",68.38,,CUM,RMC M30 Regular Slab 19thflr,"7,109.00",486113.42
1540,"13000389
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",68.38,,CUM,RMC M30 Regular Slab 20thflr,"7,109.00",486113.42
1540,"13000389
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",68.38,,CUM,RMC M30 Regular Slab 21stflr,"7,109.00",486113.42
1540,"13000389
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",68.38,,CUM,RMC M30 Regular Slab 22ndflr,"7,109.00",486113.42
1540,"13000389
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",68.38,,CUM,RMC M30 Regular Slab 23rdflr,"7,109.00",486113.42
1540,"13000389
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",68.38,,CUM,RMC M30 Regular Slab 24thflr,"7,109.00",486113.42
1540,"13000389
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",68.38,,CUM,RMC M30 Regular Slab terraceflr,"7,109.00",486113.42
1540,"13000389
/995411","13000322 /995411 RMC-
Staircase at all fl",68.38,,CUM,RMC M30 Stair-5th floor,"7,109.00",486113.42
1540,"13000322
/995411","13000389 /995411 RMC-
Slabs, M30 Grade",4.607,,CUM,RMC M30 Regular Slab Above terrace,"7,109.00",32751.163
1540,"13000389
/995411","13000322 /995411 RMC-
Staircase at all fl",15,,CUM,RMC M30 Stair-6th floor,"7,109.00",106635
1540,"13000322
/995411","13000322 /995411 RMC-
Staircase at all fl",4.608,,CUM,RMC M30 Stair-7th floor,"7,109.00",32758.272
1540,"13000322
/995411","13000322 /995411 RMC-
Staircase at all fl",4.607,,CUM,RMC M30 Stair-8th floor,"7,109.00",32751.163
1540,"13000322
/995411","13000322 /995411 RMC-
Staircase at all fl",4.607,,CUM,RMC M30 Stair-9th floor,"7,109.00",32751.163
1550,"13000322
/995411","RMC-Beams, M30 Grade",4.607,,CUM,RMC M30 Regular beam 1st floor,"7,109.00",32751.163
1550,,"13000396 /995411 RMC-
Beams, M30 Grade",1,,AU,RMC M30 Regular beam 1st floor,"80,05,774.85",8005774.85
1550,"13000396
/995411","13000396 /995411 RMC-
Beams, M30 Grade",10.91,,CUM,RMC M30 Regular Beam 10th floor,"7,109.00",77559.19
1550,"13000396
/995411","13000396 /995411 RMC-
Beams, M30 Grade",25.943,,CUM,RMC M30 Regular Beam 11th floor,"7,109.00",184428.787
1550,"13000396
/995411","13000396 /995411 RMC-
Beams, M30 Grade",25.943,,CUM,RMC M30 Regular Beam 12th floor,"7,109.00",184428.787
1550,"13000396
/995411","13000396 /995411 RMC-
Beams, M30 Grade",25.943,,CUM,RMC M30 Regular Beam 13th floor,"7,109.00",184428.787
1550,"13000396
/995411","13000396 /995411 RMC-
Beams, M30 Grade",25.943,,CUM,RMC M30 Regular Beam 14th floor,"7,109.00",184428.787
1550,"13000396
/995411","13000396 /995411 RMC-
Beams, M30 Grade",25.943,,CUM,RMC M30 Regular Beam 15th floor,"7,109.00",184428.787
1550,"13000396
/995411","13000396 /995411 RMC-
Beams, M30 Grade",25.943,,CUM,RMC M30 Regular Beam 16th floor,"7,109.00",184428.787
1550,"13000396
/995411","13000396 /995411 RMC-
Beams, M30 Grade",25.943,,CUM,RMC M30 Regular Beam 17th floor,"7,109.00",184428.787
1550,"13000396
/995411","13000396 /995411 RMC-
Beams, M30 Grade",25.943,,CUM,RMC M30 Regular Beam 18th floor,"7,109.00",184428.787
1550,"13000396
/995411","13000396 /995411 RMC-
Beams, M30 Grade",25.943,,CUM,RMC M30 Regular Beam 19thflr,"7,109.00",184428.787
1550,"13000396
/995411","13000396 /995411 RMC-
Beams, M30 Grade",25.943,,CUM,RMC M30 Regular beam 2nd floor,"7,109.00",184428.787
1550,"13000396
/995411","13000396 /995411 RMC-
Beams, M30 Grade",24,,CUM,RMC M30 Regular Beam 20thflr,"7,109.00",170616
1550,"13000396
/995411","13000396 /995411 RMC-
Beams, M30 Grade",25.943,,CUM,RMC M30 Regular Beam 21stflr,"7,109.00",184428.787
1550,"13000396
/995411","13000396 /995411 RMC-
Beams, M30 Grade",25.943,,CUM,RMC M30 Regular Beam 22ndflr,"7,109.00",184428.787
1550,"13000396
/995411","13000396 /995411 RMC-
Beams, M30 Grade",25.943,,CUM,RMC M30 Regular Beam 23rdflr,"7,109.00",184428.787
1550,"13000396
/995411","13000396 /995411 RMC-
Beams, M30 Grade",25.943,,CUM,RMC M30 Regular Beam 24thflr,"7,109.00",184428.787
1550,"13000396
/995411","13000396 /995411 RMC-
Beams, M30 Grade",25.943,,CUM,RMC M30 Regular Beam terraceflr,"7,109.00",184428.787
1550,"13000396
/995411","13000396 /995411 RMC-
Beams, M30 Grade",25.943,,CUM,RMC M30 Regular Beam Above terrace,"7,109.00",184428.787
1550,"13000396
/995411","13000396 /995411 RMC-
Beams, M30 Grade",8,,CUM,Bottom Slab,"7,109.00",56872
1550,"13000396
/995411","13000331 /995411 RMC-
OHT",10,,CUM,Walls,"7,189.00",71890
1550,"13000331
/995411","13000331 /995411 RMC-
OHT",25,,CUM,Top Slab,"7,189.00",179725
1550,"13000331
/995411","13000396 /995411 RMC-
Beams, M30 Grade",10,,CUM,RMC M30 Regular beam 3rd floor,"7,189.00",71890
1550,"13000396
/995411","13000424 /995411 SDC-
Core walls, M40 Gra",24,,CUM,SDC M40 Corewall/stair wall-1st floor,"7,109.00",170616
1550,"13000424
/995411","13000424 /995411 SDC-
Core walls, M40 Gra",0.001,,CUM,SDC M40 Corewall/stair wall-2nd floor,"8,453.00",8.453
1550,"13000424
/995411","13000424 /995411 SDC-
Core walls, M40 Gra",0.001,,CUM,SDC M40 Corewall/stair wall-3rd floor,"8,453.00",8.453
1550,"13000424
/995411","13000424 /995411 SDC-
Core walls, M40 Gra",0.001,,CUM,SDC M40 Corewall/stair wall-4th floor,"8,453.00",8.453
1550,"13000424
/995411","13000424 /995411 SDC-
Core walls, M40 Gra",0.001,,CUM,SDC M40 Corewall/stair wall-5th floor,"8,453.00",8.453
1550,"13000424
/995411","13000424 /995411 SDC-
Core walls, M40 Gra",0.001,,CUM,SDC M40 Corewall/stair wall-6th floor,"8,453.00",8.453
1550,"13000424
/995411","13000426 /995411 SDC-
Core walls, M30 Gra",0.001,,CUM,SDC M30 Corewall/stair wall-7th floor,"8,453.00",8.453
1550,"13000426
/995411","13000426 /995411 SDC-
Core walls, M30 Gra",20.621,,CUM,SDC M30 Corewall/stair wall-8th floor,"8,053.00",166060.913
1550,"13000426
/995411","13000426 /995411 SDC-
Core walls, M30 Gra",20.621,,CUM,SDC M30 Corewall/stair wall-9th floor,"8,053.00",166060.913
1550,"13000426
/995411","13000426 /995411 SDC-
Core walls, M30 Gra",20.621,,CUM,SDC M30 Corewall/stair wall-10th floor,"8,053.00",166060.913
1550,"13000426
/995411","13000396 /995411 RMC-
Beams, M30 Grade",20.621,,CUM,RMC M30 Regular beam 4th floor,"8,053.00",166060.913
1550,"13000396
/995411","13000426 /995411 SDC-
Core walls, M30 Gra",24,,CUM,SDC M30 Corewall/stair wall-11th floor,"7,109.00",170616
1550,"13000426
/995411","13000426 /995411 SDC-
Core walls, M30 Gra",20.621,,CUM,SDC M30 Corewall/stair wall-12th floor,"8,053.00",166060.913
1550,"13000426
/995411","13000426 /995411 SDC-
Core walls, M30 Gra",20.621,,CUM,SDC M30 Corewall/stair wall-13th floor,"8,053.00",166060.913
1550,"13000426
/995411","13000426 /995411 SDC-
Core walls, M30 Gra",20.621,,CUM,SDC M30 Corewall/stair wall-14th floor,"8,053.00",166060.913
1550,"13000426
/995411","13000426 /995411 SDC-
Core walls, M30 Gra",20.621,,CUM,SDC M30 Corewall/stair wall-15th floor,"8,053.00",166060.913
1550,"13000426
/995411","13000426 /995411 SDC-
Core walls, M30 Gra",20.621,,CUM,SDC M30 Corewall/stair wall-16th floor,"8,053.00",166060.913
1550,"13000426
/995411","13000426 /995411 SDC-
Core walls, M30 Gra",20.621,,CUM,SDC M30 Corewall/stair wall-17th floor,"8,053.00",166060.913
1550,"13000426
/995411","13000426 /995411 SDC-
Core walls, M30 Gra",20.621,,CUM,SDC M30 Corewall/stair wall-18th floor,"8,053.00",166060.913
1550,"13000426
/995411","13000426 /995411 SDC-
Core walls, M30 Gra",20.621,,CUM,SDC M30 Corewall/stair wall-19thflr,"8,053.00",166060.913
1550,"13000426
/995411","13000426 /995411 SDC-
Core walls, M30 Gra",20.621,,CUM,SDC M30 Corewall/stair wall-20thflr,"8,053.00",166060.913
1550,"13000426
/995411","13000396 /995411 RMC-
Beams, M30 Grade",20.621,,CUM,RMC M30 Regular beam 5th floor,"8,053.00",166060.913
1550,"13000396
/995411","13000426 /995411 SDC-
Core walls, M30 Gra",25.475,,CUM,SDC M30 Corewall/stair wall-21stflr,"7,109.00",181101.775
1550,"13000426
/995411","13000426 /995411 SDC-
Core walls, M30 Gra",20.621,,CUM,SDC M30 Corewall/stair wall-22ndflr,"8,053.00",166060.913
1550,"13000426
/995411","13000426 /995411 SDC-
Core walls, M30 Gra",20.621,,CUM,SDC M30 Corewall/stair wall-23rdflr,"8,053.00",166060.913
1550,"13000426
/995411","13000426 /995411 SDC-
Core walls, M30 Gra",20.621,,CUM,SDC M30 Corewall/stair wall-24thflr,"8,053.00",166060.913
1550,"13000426
/995411","13000426 /995411 SDC-
Core walls, M30 Gra",20.621,,CUM,SDC M40 Corewall/stair wall-Terrace flr,"8,053.00",166060.913
1550,"13000426
/995411","13000396 /995411 RMC-
Beams, M30 Grade",22,,CUM,RMC M30 Regular beam 6th floor,"8,053.00",177166
1550,"13000396
/995411","13000396 /995411 RMC-
Beams, M30 Grade",25.943,,CUM,RMC M30 Regular Beam 7th floor,"7,109.00",184428.787
1550,"13000396
/995411","13000396 /995411 RMC-
Beams, M30 Grade",25.943,,CUM,RMC M30 Regular Beam 8th floor,"7,109.00",184428.787
1550,"13000396
/995411","13000396 /995411 RMC-
Beams, M30 Grade",25.943,,CUM,RMC M30 Regular Beam 9th floor,"7,109.00",184428.787
1560,"13000396
/995411","SDC-Shear walls, M40
Grade",25.943,,CUM,SDC M40 RC wall-1st floor,"7,109.00",184428.787
1560,,"13000417 /995411 SDC-
Shear walls, M40 Gr",1,,AU,SDC M40 RC wall-1st floor,"3,64,38,864.71",36438864.71
1560,"13000417
/995411","13000419 /995411 SDC-
Shear walls, M30 Gr",0.001,,CUM,SDC M30 RC wall-10th floor,"8,474.00",8.474
1560,"13000419
/995411","13000419 /995411 SDC-
Shear walls, M30 Gr",165.754,,CUM,SDC M30 RC wall-11th floor,"8,053.00",1334816.962
1560,"13000419
/995411","13000419 /995411 SDC-
Shear walls, M30 Gr",165.754,,CUM,SDC M30 RC wall-12th floor,"8,053.00",1334816.962
1560,"13000419
/995411","13000419 /995411 SDC-
Shear walls, M30 Gr",165.754,,CUM,SDC M30 RC wall-13th floor,"8,053.00",1334816.962
1560,"13000419
/995411","13000419 /995411 SDC-
Shear walls, M30 Gr",165.754,,CUM,SDC M30 RC wall-14th floor,"8,053.00",1334816.962
1560,"13000419
/995411","13000419 /995411 SDC-
Shear walls, M30 Gr",165.754,,CUM,SDC M30 RC wall-15th floor,"8,053.00",1334816.962
1560,"13000419
/995411","13000419 /995411 SDC-
Shear walls, M30 Gr",165.754,,CUM,SDC M30 RC wall-16th floor,"8,053.00",1334816.962
1560,"13000419
/995411","13000419 /995411 SDC-
Shear walls, M30 Gr",165.754,,CUM,SDC M30 RC wall-17th floor,"8,053.00",1334816.962
1560,"13000419
/995411","13000419 /995411 SDC-
Shear walls, M30 Gr",165.754,,CUM,SDC M30 RC wall-18th floor,"8,053.00",1334816.962
1560,"13000419
/995411","13000419 /995411 SDC-
Shear walls, M30 Gr",165.754,,CUM,SDC M30 RC wall-19thflr,"8,053.00",1334816.962
1560,"13000419
/995411","13000417 /995411 SDC-
Shear walls, M40 Gr",165.754,,CUM,SDC M40 RC wall-2nd floor,"8,053.00",1334816.962
1560,"13000417
/995411","13000419 /995411 SDC-
Shear walls, M30 Gr",0.001,,CUM,SDC M30 RC wall-20thflr,"8,474.00",8.474
1560,"13000419
/995411","13000419 /995411 SDC-
Shear walls, M30 Gr",165.754,,CUM,SDC M30 RC wall-21stflr,"8,053.00",1334816.962
1560,"13000419
/995411","13000419 /995411 SDC-
Shear walls, M30 Gr",165.754,,CUM,SDC M30 RC wall-22ndflr,"8,053.00",1334816.962
1560,"13000419
/995411","13000419 /995411 SDC-
Shear walls, M30 Gr",165.754,,CUM,SDC M30 RC wall-23rdflr,"8,053.00",1334816.962
1560,"13000419
/995411","13000419 /995411 SDC-
Shear walls, M30 Gr",165.754,,CUM,SDC M30 RC wall-24thflr,"8,053.00",1334816.962
1560,"13000419
/995411","13000445 /995411 SDC-
Non Structural wall",165.754,,CUM,SDC M40 Non Structural RC wall-1st floor,"8,053.00",1334816.962
1560,"13000445
/995411","13000445 /995411 SDC-
Non Structural wall",0.001,,CUM,SDC M40 Non Structural RC wall-2nd floor,"8,474.00",8.474
1560,"13000445
/995411","13000445 /995411 SDC-
Non Structural wall",0.001,,CUM,SDC M40 Non Structural RC wall-3rd floor,"8,474.00",8.474
1560,"13000445
/995411","13000445 /995411 SDC-
Non Structural wall",0.001,,CUM,SDC M40 Non Structural RC wall-4th floor,"8,474.00",8.474
1560,"13000445
/995411","13000445 /995411 SDC-
Non Structural wall",0.001,,CUM,SDC M40 Non Structural RC wall-5th floor,"8,474.00",8.474
1560,"13000445
/995411","13000417 /995411 SDC-
Shear walls, M40 Gr",0.001,,CUM,SDC M40 RC wall-3rd floor,"8,474.00",8.474
1560,"13000417
/995411","13000445 /995411 SDC-
Non Structural wall",0.001,,CUM,SDC M40 Non Structural RC wall-6th floor,"8,474.00",8.474
1560,"13000445
/995411","13000447 /995411 SDC-
Non Structural wall",0.001,,CUM,SDC M30 Non Structural RC wall-7th floor,"8,474.00",8.474
1560,"13000447
/995411","13000447 /995411 SDC-
Non Structural wall",12.745,,CUM,SDC M30 Non Structural RC wall-8th floor,"8,053.00",102635.485
1560,"13000447
/995411","13000447 /995411 SDC-
Non Structural wall",12.382,,CUM,SDC M30 Non Structural RC wall-9th floor,"8,053.00",99712.246
1560,"13000447
/995411","13000447 /995411 SDC-
Non Structural wall",12.382,,CUM,SDC M30 Non Structural RC wall-10th floo,"8,053.00",99712.246
